vgs ,M0.m1:vds (V),M0.m1:gm (s),M0.m1:gds (s),M0.m1:cgg (F),M0.m1:cgs (F),M0.m1:vth (V),M0.m1:id (A)
723.0E-3,400.0E-3,39.54E-6,117.6E-9,18.17E-15,-7.226E-15,743.7E-3,2.726E-6
724.0E-3,400.0E-3,39.97E-6,119.2E-9,18.21E-15,-7.283E-15,743.7E-3,2.765E-6
725.0E-3,400.0E-3,40.40E-6,120.9E-9,18.25E-15,-7.340E-15,743.7E-3,2.806E-6
726.0E-3,400.0E-3,40.83E-6,122.7E-9,18.29E-15,-7.397E-15,743.7E-3,2.846E-6
727.0E-3,400.0E-3,41.26E-6,124.4E-9,18.33E-15,-7.454E-15,743.7E-3,2.887E-6
728.0E-3,400.0E-3,41.70E-6,126.2E-9,18.37E-15,-7.512E-15,743.7E-3,2.929E-6
729.0E-3,400.0E-3,42.14E-6,128.0E-9,18.41E-15,-7.571E-15,743.7E-3,2.971E-6
730.0E-3,400.0E-3,42.58E-6,129.8E-9,18.44E-15,-7.629E-15,743.7E-3,3.013E-6
731.0E-3,400.0E-3,43.03E-6,131.6E-9,18.48E-15,-7.688E-15,743.7E-3,3.056E-6
732.0E-3,400.0E-3,43.47E-6,133.4E-9,18.52E-15,-7.747E-15,743.7E-3,3.099E-6
733.0E-3,400.0E-3,43.92E-6,135.3E-9,18.57E-15,-7.807E-15,743.7E-3,3.143E-6
734.0E-3,400.0E-3,44.37E-6,137.2E-9,18.61E-15,-7.866E-15,743.7E-3,3.187E-6
735.0E-3,400.0E-3,44.83E-6,139.1E-9,18.65E-15,-7.927E-15,743.7E-3,3.231E-6
736.0E-3,400.0E-3,45.29E-6,141.0E-9,18.69E-15,-7.987E-15,743.7E-3,3.276E-6
737.0E-3,400.0E-3,45.74E-6,142.9E-9,18.73E-15,-8.048E-15,743.7E-3,3.322E-6
738.0E-3,400.0E-3,46.21E-6,144.9E-9,18.77E-15,-8.109E-15,743.7E-3,3.368E-6
739.0E-3,400.0E-3,46.67E-6,146.9E-9,18.81E-15,-8.170E-15,743.7E-3,3.414E-6
740.0E-3,400.0E-3,47.14E-6,148.9E-9,18.85E-15,-8.232E-15,743.7E-3,3.461E-6
741.0E-3,400.0E-3,47.61E-6,150.9E-9,18.90E-15,-8.293E-15,743.7E-3,3.509E-6
742.0E-3,400.0E-3,48.08E-6,153.0E-9,18.94E-15,-8.356E-15,743.7E-3,3.557E-6
743.0E-3,400.0E-3,48.55E-6,155.1E-9,18.98E-15,-8.418E-15,743.7E-3,3.605E-6
744.0E-3,400.0E-3,49.03E-6,157.2E-9,19.02E-15,-8.481E-15,743.7E-3,3.654E-6
745.0E-3,400.0E-3,49.51E-6,159.3E-9,19.07E-15,-8.543E-15,743.7E-3,3.703E-6
746.0E-3,400.0E-3,49.99E-6,161.4E-9,19.11E-15,-8.607E-15,743.7E-3,3.753E-6
747.0E-3,400.0E-3,50.48E-6,163.6E-9,19.15E-15,-8.670E-15,743.7E-3,3.803E-6
748.0E-3,400.0E-3,50.96E-6,165.8E-9,19.20E-15,-8.734E-15,743.7E-3,3.854E-6
749.0E-3,400.0E-3,51.45E-6,168.0E-9,19.24E-15,-8.798E-15,743.7E-3,3.905E-6
750.0E-3,400.0E-3,51.95E-6,170.2E-9,19.28E-15,-8.862E-15,743.7E-3,3.957E-6
751.0E-3,400.0E-3,52.44E-6,172.5E-9,19.33E-15,-8.926E-15,743.7E-3,4.009E-6
752.0E-3,400.0E-3,52.94E-6,174.7E-9,19.37E-15,-8.991E-15,743.7E-3,4.061E-6
753.0E-3,400.0E-3,53.44E-6,177.0E-9,19.42E-15,-9.055E-15,743.7E-3,4.115E-6
754.0E-3,400.0E-3,53.94E-6,179.4E-9,19.46E-15,-9.120E-15,743.7E-3,4.168E-6
755.0E-3,400.0E-3,54.44E-6,181.7E-9,19.51E-15,-9.186E-15,743.7E-3,4.222E-6
756.0E-3,400.0E-3,54.95E-6,184.1E-9,19.55E-15,-9.251E-15,743.7E-3,4.277E-6
757.0E-3,400.0E-3,55.46E-6,186.5E-9,19.60E-15,-9.317E-15,743.7E-3,4.332E-6
758.0E-3,400.0E-3,55.97E-6,188.9E-9,19.64E-15,-9.382E-15,743.7E-3,4.388E-6
759.0E-3,400.0E-3,56.49E-6,191.3E-9,19.69E-15,-9.448E-15,743.7E-3,4.444E-6
760.0E-3,400.0E-3,57.01E-6,193.8E-9,19.73E-15,-9.514E-15,743.7E-3,4.501E-6
761.0E-3,400.0E-3,57.53E-6,196.3E-9,19.78E-15,-9.581E-15,743.7E-3,4.558E-6
762.0E-3,400.0E-3,58.05E-6,198.8E-9,19.82E-15,-9.647E-15,743.7E-3,4.616E-6
763.0E-3,400.0E-3,58.57E-6,201.4E-9,19.87E-15,-9.714E-15,743.7E-3,4.674E-6
764.0E-3,400.0E-3,59.10E-6,203.9E-9,19.91E-15,-9.781E-15,743.7E-3,4.733E-6
765.0E-3,400.0E-3,59.63E-6,206.5E-9,19.96E-15,-9.847E-15,743.7E-3,4.793E-6
766.0E-3,400.0E-3,60.16E-6,209.2E-9,20.01E-15,-9.914E-15,743.7E-3,4.853E-6
767.0E-3,400.0E-3,60.70E-6,211.8E-9,20.05E-15,-9.982E-15,743.7E-3,4.913E-6
768.0E-3,400.0E-3,61.24E-6,214.5E-9,20.10E-15,-10.05E-15,743.7E-3,4.974E-6
769.0E-3,400.0E-3,61.78E-6,217.2E-9,20.15E-15,-10.12E-15,743.7E-3,5.035E-6
770.0E-3,400.0E-3,62.32E-6,219.9E-9,20.19E-15,-10.18E-15,743.7E-3,5.097E-6
771.0E-3,400.0E-3,62.87E-6,222.7E-9,20.24E-15,-10.25E-15,743.7E-3,5.160E-6
772.0E-3,400.0E-3,63.42E-6,225.5E-9,20.28E-15,-10.32E-15,743.7E-3,5.223E-6
773.0E-3,400.0E-3,63.97E-6,228.3E-9,20.33E-15,-10.39E-15,743.7E-3,5.287E-6
774.0E-3,400.0E-3,64.52E-6,231.1E-9,20.38E-15,-10.45E-15,743.7E-3,5.351E-6
775.0E-3,400.0E-3,65.08E-6,234.0E-9,20.43E-15,-10.52E-15,743.7E-3,5.416E-6
776.0E-3,400.0E-3,65.63E-6,236.9E-9,20.47E-15,-10.59E-15,743.7E-3,5.481E-6
777.0E-3,400.0E-3,66.20E-6,239.8E-9,20.52E-15,-10.66E-15,743.7E-3,5.547E-6
778.0E-3,400.0E-3,66.76E-6,242.8E-9,20.57E-15,-10.73E-15,743.7E-3,5.614E-6
779.0E-3,400.0E-3,67.33E-6,245.8E-9,20.61E-15,-10.80E-15,743.7E-3,5.681E-6
780.0E-3,400.0E-3,67.89E-6,248.8E-9,20.66E-15,-10.86E-15,743.7E-3,5.748E-6
781.0E-3,400.0E-3,68.47E-6,251.8E-9,20.71E-15,-10.93E-15,743.7E-3,5.816E-6
782.0E-3,400.0E-3,69.04E-6,254.9E-9,20.75E-15,-11.00E-15,743.7E-3,5.885E-6
783.0E-3,400.0E-3,69.62E-6,258.0E-9,20.80E-15,-11.07E-15,743.7E-3,5.955E-6
784.0E-3,400.0E-3,70.20E-6,261.1E-9,20.85E-15,-11.14E-15,743.7E-3,6.024E-6
785.0E-3,400.0E-3,70.78E-6,264.3E-9,20.90E-15,-11.21E-15,743.7E-3,6.095E-6
786.0E-3,400.0E-3,71.36E-6,267.5E-9,20.94E-15,-11.27E-15,743.7E-3,6.166E-6
787.0E-3,400.0E-3,71.95E-6,270.7E-9,20.99E-15,-11.34E-15,743.7E-3,6.238E-6
788.0E-3,400.0E-3,72.54E-6,274.0E-9,21.04E-15,-11.41E-15,743.7E-3,6.310E-6
789.0E-3,400.0E-3,73.13E-6,277.2E-9,21.09E-15,-11.48E-15,743.7E-3,6.383E-6
790.0E-3,400.0E-3,73.72E-6,280.6E-9,21.13E-15,-11.55E-15,743.7E-3,6.456E-6
791.0E-3,400.0E-3,74.32E-6,283.9E-9,21.18E-15,-11.62E-15,743.7E-3,6.530E-6
792.0E-3,400.0E-3,74.92E-6,287.3E-9,21.23E-15,-11.69E-15,743.7E-3,6.605E-6
793.0E-3,400.0E-3,75.52E-6,290.7E-9,21.28E-15,-11.75E-15,743.7E-3,6.680E-6
794.0E-3,400.0E-3,76.13E-6,294.2E-9,21.32E-15,-11.82E-15,743.7E-3,6.756E-6
795.0E-3,400.0E-3,76.74E-6,297.6E-9,21.37E-15,-11.89E-15,743.7E-3,6.832E-6
796.0E-3,400.0E-3,77.34E-6,301.2E-9,21.42E-15,-11.96E-15,743.7E-3,6.909E-6
797.0E-3,400.0E-3,77.96E-6,304.7E-9,21.46E-15,-12.03E-15,743.7E-3,6.987E-6
798.0E-3,400.0E-3,78.57E-6,308.3E-9,21.51E-15,-12.10E-15,743.7E-3,7.065E-6
799.0E-3,400.0E-3,79.19E-6,311.9E-9,21.56E-15,-12.16E-15,743.7E-3,7.144E-6
800.0E-3,400.0E-3,79.81E-6,315.5E-9,21.61E-15,-12.23E-15,743.7E-3,7.224E-6
801.0E-3,400.0E-3,80.43E-6,319.2E-9,21.65E-15,-12.30E-15,743.7E-3,7.304E-6
802.0E-3,400.0E-3,81.06E-6,322.9E-9,21.70E-15,-12.37E-15,743.7E-3,7.384E-6
803.0E-3,400.0E-3,81.68E-6,326.7E-9,21.75E-15,-12.43E-15,743.7E-3,7.466E-6
804.0E-3,400.0E-3,82.31E-6,330.5E-9,21.79E-15,-12.50E-15,743.7E-3,7.548E-6
805.0E-3,400.0E-3,82.95E-6,334.3E-9,21.84E-15,-12.57E-15,743.7E-3,7.630E-6
806.0E-3,400.0E-3,83.58E-6,338.2E-9,21.89E-15,-12.64E-15,743.7E-3,7.714E-6
807.0E-3,400.0E-3,84.22E-6,342.1E-9,21.93E-15,-12.71E-15,743.7E-3,7.798E-6
808.0E-3,400.0E-3,84.86E-6,346.0E-9,21.98E-15,-12.77E-15,743.7E-3,7.882E-6
809.0E-3,400.0E-3,85.50E-6,349.9E-9,22.03E-15,-12.84E-15,743.7E-3,7.967E-6
810.0E-3,400.0E-3,86.15E-6,354.0E-9,22.07E-15,-12.91E-15,743.7E-3,8.053E-6
811.0E-3,400.0E-3,86.79E-6,358.0E-9,22.12E-15,-12.97E-15,743.7E-3,8.140E-6
812.0E-3,400.0E-3,87.44E-6,362.1E-9,22.17E-15,-13.04E-15,743.7E-3,8.227E-6
813.0E-3,400.0E-3,88.10E-6,366.2E-9,22.21E-15,-13.11E-15,743.7E-3,8.314E-6
814.0E-3,400.0E-3,88.75E-6,370.3E-9,22.26E-15,-13.17E-15,743.7E-3,8.403E-6
815.0E-3,400.0E-3,89.41E-6,374.5E-9,22.31E-15,-13.24E-15,743.7E-3,8.492E-6
816.0E-3,400.0E-3,90.07E-6,378.8E-9,22.35E-15,-13.31E-15,743.7E-3,8.582E-6
817.0E-3,400.0E-3,90.73E-6,383.0E-9,22.40E-15,-13.37E-15,743.7E-3,8.672E-6
818.0E-3,400.0E-3,91.39E-6,387.4E-9,22.44E-15,-13.44E-15,743.7E-3,8.763E-6
819.0E-3,400.0E-3,92.06E-6,391.7E-9,22.49E-15,-13.50E-15,743.7E-3,8.855E-6
820.0E-3,400.0E-3,92.73E-6,396.1E-9,22.53E-15,-13.57E-15,743.7E-3,8.947E-6
821.0E-3,400.0E-3,93.40E-6,400.5E-9,22.58E-15,-13.63E-15,743.7E-3,9.040E-6
822.0E-3,400.0E-3,94.08E-6,405.0E-9,22.63E-15,-13.70E-15,743.7E-3,9.134E-6
823.0E-3,400.0E-3,94.75E-6,409.5E-9,22.67E-15,-13.76E-15,743.7E-3,9.228E-6
824.0E-3,400.0E-3,95.43E-6,414.1E-9,22.72E-15,-13.83E-15,743.7E-3,9.324E-6
825.0E-3,400.0E-3,96.11E-6,418.7E-9,22.76E-15,-13.89E-15,743.7E-3,9.419E-6
826.0E-3,400.0E-3,96.79E-6,423.3E-9,22.81E-15,-13.96E-15,743.7E-3,9.516E-6
827.0E-3,400.0E-3,97.48E-6,428.0E-9,22.85E-15,-14.02E-15,743.7E-3,9.613E-6
828.0E-3,400.0E-3,98.17E-6,432.7E-9,22.89E-15,-14.09E-15,743.7E-3,9.711E-6
829.0E-3,400.0E-3,98.86E-6,437.5E-9,22.94E-15,-14.15E-15,743.7E-3,9.809E-6
830.0E-3,400.0E-3,99.55E-6,442.3E-9,22.98E-15,-14.21E-15,743.7E-3,9.908E-6
831.0E-3,400.0E-3,100.2E-6,447.1E-9,23.03E-15,-14.28E-15,743.7E-3,10.01E-6
832.0E-3,400.0E-3,100.9E-6,452.0E-9,23.07E-15,-14.34E-15,743.7E-3,10.11E-6
833.0E-3,400.0E-3,101.6E-6,457.0E-9,23.12E-15,-14.40E-15,743.7E-3,10.21E-6
834.0E-3,400.0E-3,102.3E-6,461.9E-9,23.16E-15,-14.47E-15,743.7E-3,10.31E-6
835.0E-3,400.0E-3,103.0E-6,467.0E-9,23.20E-15,-14.53E-15,743.7E-3,10.41E-6
836.0E-3,400.0E-3,103.8E-6,472.1E-9,23.25E-15,-14.59E-15,743.7E-3,10.52E-6
837.0E-3,400.0E-3,104.5E-6,477.2E-9,23.29E-15,-14.65E-15,743.7E-3,10.62E-6
838.0E-3,400.0E-3,105.2E-6,482.3E-9,23.33E-15,-14.72E-15,743.7E-3,10.73E-6
839.0E-3,400.0E-3,105.9E-6,487.6E-9,23.37E-15,-14.78E-15,743.7E-3,10.83E-6
840.0E-3,400.0E-3,106.6E-6,492.8E-9,23.42E-15,-14.84E-15,743.7E-3,10.94E-6
841.0E-3,400.0E-3,107.3E-6,498.1E-9,23.46E-15,-14.90E-15,743.7E-3,11.05E-6
842.0E-3,400.0E-3,108.0E-6,503.5E-9,23.50E-15,-14.96E-15,743.7E-3,11.15E-6
843.0E-3,400.0E-3,108.8E-6,508.9E-9,23.54E-15,-15.02E-15,743.7E-3,11.26E-6
844.0E-3,400.0E-3,109.5E-6,514.3E-9,23.59E-15,-15.08E-15,743.7E-3,11.37E-6
845.0E-3,400.0E-3,110.2E-6,519.8E-9,23.63E-15,-15.14E-15,743.7E-3,11.48E-6
846.0E-3,400.0E-3,110.9E-6,525.4E-9,23.67E-15,-15.20E-15,743.7E-3,11.59E-6
847.0E-3,400.0E-3,111.7E-6,531.0E-9,23.71E-15,-15.26E-15,743.7E-3,11.70E-6
848.0E-3,400.0E-3,112.4E-6,536.6E-9,23.75E-15,-15.32E-15,743.7E-3,11.81E-6
849.0E-3,400.0E-3,113.1E-6,542.3E-9,23.79E-15,-15.38E-15,743.7E-3,11.93E-6
850.0E-3,400.0E-3,113.9E-6,548.1E-9,23.83E-15,-15.44E-15,743.7E-3,12.04E-6
851.0E-3,400.0E-3,114.6E-6,553.9E-9,23.87E-15,-15.50E-15,743.7E-3,12.16E-6
852.0E-3,400.0E-3,115.3E-6,559.7E-9,23.92E-15,-15.55E-15,743.7E-3,12.27E-6
853.0E-3,400.0E-3,116.1E-6,565.6E-9,23.96E-15,-15.61E-15,743.7E-3,12.39E-6
854.0E-3,400.0E-3,116.8E-6,571.6E-9,24.00E-15,-15.67E-15,743.7E-3,12.50E-6
855.0E-3,400.0E-3,117.6E-6,577.6E-9,24.04E-15,-15.73E-15,743.7E-3,12.62E-6
856.0E-3,400.0E-3,118.3E-6,583.6E-9,24.08E-15,-15.78E-15,743.7E-3,12.74E-6
857.0E-3,400.0E-3,119.1E-6,589.8E-9,24.12E-15,-15.84E-15,743.7E-3,12.86E-6
858.0E-3,400.0E-3,119.8E-6,595.9E-9,24.15E-15,-15.90E-15,743.7E-3,12.98E-6
859.0E-3,400.0E-3,120.6E-6,602.1E-9,24.19E-15,-15.95E-15,743.7E-3,13.10E-6
860.0E-3,400.0E-3,121.3E-6,608.4E-9,24.23E-15,-16.01E-15,743.7E-3,13.22E-6
861.0E-3,400.0E-3,122.1E-6,614.8E-9,24.27E-15,-16.06E-15,743.7E-3,13.34E-6
862.0E-3,400.0E-3,122.8E-6,621.1E-9,24.31E-15,-16.12E-15,743.7E-3,13.46E-6
863.0E-3,400.0E-3,123.6E-6,627.6E-9,24.35E-15,-16.18E-15,743.7E-3,13.58E-6
864.0E-3,400.0E-3,124.4E-6,634.1E-9,24.39E-15,-16.23E-15,743.7E-3,13.71E-6
865.0E-3,400.0E-3,125.1E-6,640.6E-9,24.42E-15,-16.28E-15,743.7E-3,13.83E-6
866.0E-3,400.0E-3,125.9E-6,647.3E-9,24.46E-15,-16.34E-15,743.7E-3,13.96E-6
867.0E-3,400.0E-3,126.7E-6,653.9E-9,24.50E-15,-16.39E-15,743.7E-3,14.08E-6
868.0E-3,400.0E-3,127.4E-6,660.7E-9,24.54E-15,-16.45E-15,743.7E-3,14.21E-6
869.0E-3,400.0E-3,128.2E-6,667.4E-9,24.57E-15,-16.50E-15,743.7E-3,14.34E-6
870.0E-3,400.0E-3,129.0E-6,674.3E-9,24.61E-15,-16.55E-15,743.7E-3,14.47E-6
871.0E-3,400.0E-3,129.8E-6,681.2E-9,24.65E-15,-16.61E-15,743.7E-3,14.60E-6
872.0E-3,400.0E-3,130.5E-6,688.2E-9,24.68E-15,-16.66E-15,743.7E-3,14.73E-6
873.0E-3,400.0E-3,131.3E-6,695.2E-9,24.72E-15,-16.71E-15,743.7E-3,14.86E-6
874.0E-3,400.0E-3,132.1E-6,702.3E-9,24.76E-15,-16.76E-15,743.7E-3,14.99E-6
875.0E-3,400.0E-3,132.9E-6,709.4E-9,24.79E-15,-16.81E-15,743.7E-3,15.12E-6
876.0E-3,400.0E-3,133.7E-6,716.6E-9,24.83E-15,-16.86E-15,743.7E-3,15.26E-6
877.0E-3,400.0E-3,134.4E-6,723.9E-9,24.86E-15,-16.92E-15,743.7E-3,15.39E-6
878.0E-3,400.0E-3,135.2E-6,731.3E-9,24.90E-15,-16.97E-15,743.7E-3,15.52E-6
879.0E-3,400.0E-3,136.0E-6,738.7E-9,24.93E-15,-17.02E-15,743.7E-3,15.66E-6
880.0E-3,400.0E-3,136.8E-6,746.1E-9,24.97E-15,-17.07E-15,743.7E-3,15.80E-6
881.0E-3,400.0E-3,137.6E-6,753.6E-9,25.00E-15,-17.12E-15,743.7E-3,15.93E-6
882.0E-3,400.0E-3,138.4E-6,761.2E-9,25.04E-15,-17.17E-15,743.7E-3,16.07E-6
883.0E-3,400.0E-3,139.2E-6,768.9E-9,25.07E-15,-17.21E-15,743.7E-3,16.21E-6
884.0E-3,400.0E-3,140.0E-6,776.6E-9,25.11E-15,-17.26E-15,743.7E-3,16.35E-6
885.0E-3,400.0E-3,140.8E-6,784.4E-9,25.14E-15,-17.31E-15,743.7E-3,16.49E-6
886.0E-3,400.0E-3,141.6E-6,792.3E-9,25.17E-15,-17.36E-15,743.7E-3,16.63E-6
887.0E-3,400.0E-3,142.4E-6,800.2E-9,25.21E-15,-17.41E-15,743.7E-3,16.77E-6
888.0E-3,400.0E-3,143.2E-6,808.2E-9,25.24E-15,-17.46E-15,743.7E-3,16.92E-6
889.0E-3,400.0E-3,144.0E-6,816.3E-9,25.27E-15,-17.50E-15,743.7E-3,17.06E-6
890.0E-3,400.0E-3,144.8E-6,824.4E-9,25.31E-15,-17.55E-15,743.7E-3,17.20E-6
891.0E-3,400.0E-3,145.6E-6,832.6E-9,25.34E-15,-17.60E-15,743.7E-3,17.35E-6
892.0E-3,400.0E-3,146.4E-6,840.9E-9,25.37E-15,-17.64E-15,743.7E-3,17.50E-6
893.0E-3,400.0E-3,147.2E-6,849.2E-9,25.40E-15,-17.69E-15,743.7E-3,17.64E-6
894.0E-3,400.0E-3,148.0E-6,857.6E-9,25.43E-15,-17.73E-15,743.7E-3,17.79E-6
895.0E-3,400.0E-3,148.8E-6,866.1E-9,25.47E-15,-17.78E-15,743.7E-3,17.94E-6
896.0E-3,400.0E-3,149.6E-6,874.7E-9,25.50E-15,-17.83E-15,743.7E-3,18.09E-6
897.0E-3,400.0E-3,150.4E-6,883.3E-9,25.53E-15,-17.87E-15,743.7E-3,18.24E-6
898.0E-3,400.0E-3,151.3E-6,892.0E-9,25.56E-15,-17.92E-15,743.7E-3,18.39E-6
899.0E-3,400.0E-3,152.1E-6,900.8E-9,25.59E-15,-17.96E-15,743.7E-3,18.54E-6
900.0E-3,400.0E-3,152.9E-6,909.7E-9,25.62E-15,-18.00E-15,743.7E-3,18.69E-6
901.0E-3,400.0E-3,153.7E-6,918.6E-9,25.65E-15,-18.05E-15,743.7E-3,18.85E-6
902.0E-3,400.0E-3,154.5E-6,927.6E-9,25.68E-15,-18.09E-15,743.7E-3,19.00E-6
903.0E-3,400.0E-3,155.3E-6,936.7E-9,25.71E-15,-18.13E-15,743.7E-3,19.16E-6
904.0E-3,400.0E-3,156.2E-6,945.8E-9,25.74E-15,-18.18E-15,743.7E-3,19.31E-6
905.0E-3,400.0E-3,157.0E-6,955.1E-9,25.77E-15,-18.22E-15,743.7E-3,19.47E-6
906.0E-3,400.0E-3,157.8E-6,964.4E-9,25.80E-15,-18.26E-15,743.7E-3,19.62E-6
907.0E-3,400.0E-3,158.6E-6,973.8E-9,25.83E-15,-18.30E-15,743.7E-3,19.78E-6
908.0E-3,400.0E-3,159.5E-6,983.3E-9,25.86E-15,-18.34E-15,743.7E-3,19.94E-6
909.0E-3,400.0E-3,160.3E-6,992.8E-9,25.89E-15,-18.39E-15,743.7E-3,20.10E-6
910.0E-3,400.0E-3,161.1E-6,1.002E-6,25.92E-15,-18.43E-15,743.7E-3,20.26E-6
911.0E-3,400.0E-3,161.9E-6,1.012E-6,25.94E-15,-18.47E-15,743.7E-3,20.42E-6
912.0E-3,400.0E-3,162.8E-6,1.022E-6,25.97E-15,-18.51E-15,743.7E-3,20.59E-6
913.0E-3,400.0E-3,163.6E-6,1.032E-6,26.00E-15,-18.55E-15,743.7E-3,20.75E-6
914.0E-3,400.0E-3,164.4E-6,1.042E-6,26.03E-15,-18.59E-15,743.7E-3,20.91E-6
915.0E-3,400.0E-3,165.3E-6,1.052E-6,26.06E-15,-18.63E-15,743.7E-3,21.08E-6
916.0E-3,400.0E-3,166.1E-6,1.062E-6,26.08E-15,-18.67E-15,743.7E-3,21.24E-6
917.0E-3,400.0E-3,166.9E-6,1.072E-6,26.11E-15,-18.71E-15,743.7E-3,21.41E-6
918.0E-3,400.0E-3,167.8E-6,1.083E-6,26.14E-15,-18.75E-15,743.7E-3,21.58E-6
919.0E-3,400.0E-3,168.6E-6,1.093E-6,26.16E-15,-18.78E-15,743.7E-3,21.75E-6
920.0E-3,400.0E-3,169.4E-6,1.103E-6,26.19E-15,-18.82E-15,743.7E-3,21.92E-6
921.0E-3,400.0E-3,170.3E-6,1.114E-6,26.22E-15,-18.86E-15,743.7E-3,22.09E-6
922.0E-3,400.0E-3,171.1E-6,1.125E-6,26.24E-15,-18.90E-15,743.7E-3,22.26E-6
923.0E-3,400.0E-3,171.9E-6,1.135E-6,26.27E-15,-18.94E-15,743.7E-3,22.43E-6
924.0E-3,400.0E-3,172.8E-6,1.146E-6,26.29E-15,-18.97E-15,743.7E-3,22.60E-6
925.0E-3,400.0E-3,173.6E-6,1.157E-6,26.32E-15,-19.01E-15,743.7E-3,22.77E-6
926.0E-3,400.0E-3,174.5E-6,1.168E-6,26.35E-15,-19.05E-15,743.7E-3,22.95E-6
927.0E-3,400.0E-3,175.3E-6,1.179E-6,26.37E-15,-19.08E-15,743.7E-3,23.12E-6
928.0E-3,400.0E-3,176.1E-6,1.191E-6,26.40E-15,-19.12E-15,743.7E-3,23.30E-6
929.0E-3,400.0E-3,177.0E-6,1.202E-6,26.42E-15,-19.15E-15,743.7E-3,23.47E-6
930.0E-3,400.0E-3,177.8E-6,1.213E-6,26.44E-15,-19.19E-15,743.7E-3,23.65E-6
931.0E-3,400.0E-3,178.7E-6,1.225E-6,26.47E-15,-19.23E-15,743.7E-3,23.83E-6
932.0E-3,400.0E-3,179.5E-6,1.237E-6,26.49E-15,-19.26E-15,743.7E-3,24.01E-6
933.0E-3,400.0E-3,180.4E-6,1.248E-6,26.52E-15,-19.30E-15,743.7E-3,24.19E-6
934.0E-3,400.0E-3,181.2E-6,1.260E-6,26.54E-15,-19.33E-15,743.7E-3,24.37E-6
935.0E-3,400.0E-3,182.1E-6,1.272E-6,26.57E-15,-19.36E-15,743.7E-3,24.55E-6
936.0E-3,400.0E-3,182.9E-6,1.284E-6,26.59E-15,-19.40E-15,743.7E-3,24.73E-6
937.0E-3,400.0E-3,183.7E-6,1.296E-6,26.61E-15,-19.43E-15,743.7E-3,24.92E-6
938.0E-3,400.0E-3,184.6E-6,1.308E-6,26.64E-15,-19.47E-15,743.7E-3,25.10E-6
939.0E-3,400.0E-3,185.4E-6,1.321E-6,26.66E-15,-19.50E-15,743.7E-3,25.29E-6
940.0E-3,400.0E-3,186.3E-6,1.333E-6,26.68E-15,-19.53E-15,743.7E-3,25.47E-6
941.0E-3,400.0E-3,187.1E-6,1.345E-6,26.70E-15,-19.56E-15,743.7E-3,25.66E-6
942.0E-3,400.0E-3,188.0E-6,1.358E-6,26.73E-15,-19.60E-15,743.7E-3,25.85E-6
943.0E-3,400.0E-3,188.8E-6,1.371E-6,26.75E-15,-19.63E-15,743.7E-3,26.03E-6
944.0E-3,400.0E-3,189.7E-6,1.384E-6,26.77E-15,-19.66E-15,743.7E-3,26.22E-6
945.0E-3,400.0E-3,190.5E-6,1.397E-6,26.79E-15,-19.69E-15,743.7E-3,26.41E-6
946.0E-3,400.0E-3,191.4E-6,1.410E-6,26.81E-15,-19.72E-15,743.7E-3,26.60E-6
947.0E-3,400.0E-3,192.2E-6,1.423E-6,26.84E-15,-19.76E-15,743.7E-3,26.80E-6
948.0E-3,400.0E-3,193.1E-6,1.436E-6,26.86E-15,-19.79E-15,743.7E-3,26.99E-6
949.0E-3,400.0E-3,193.9E-6,1.450E-6,26.88E-15,-19.82E-15,743.7E-3,27.18E-6
950.0E-3,400.0E-3,194.8E-6,1.463E-6,26.90E-15,-19.85E-15,743.7E-3,27.38E-6
951.0E-3,400.0E-3,195.6E-6,1.477E-6,26.92E-15,-19.88E-15,743.7E-3,27.57E-6
952.0E-3,400.0E-3,196.5E-6,1.490E-6,26.94E-15,-19.91E-15,743.7E-3,27.77E-6
953.0E-3,400.0E-3,197.3E-6,1.504E-6,26.96E-15,-19.94E-15,743.7E-3,27.97E-6
954.0E-3,400.0E-3,198.2E-6,1.518E-6,26.98E-15,-19.97E-15,743.7E-3,28.16E-6
955.0E-3,400.0E-3,199.0E-6,1.532E-6,27.00E-15,-20.00E-15,743.7E-3,28.36E-6
956.0E-3,400.0E-3,199.9E-6,1.546E-6,27.02E-15,-20.03E-15,743.7E-3,28.56E-6
957.0E-3,400.0E-3,200.7E-6,1.561E-6,27.04E-15,-20.06E-15,743.7E-3,28.76E-6
958.0E-3,400.0E-3,201.6E-6,1.575E-6,27.06E-15,-20.08E-15,743.7E-3,28.96E-6
959.0E-3,400.0E-3,202.4E-6,1.590E-6,27.08E-15,-20.11E-15,743.7E-3,29.16E-6
960.0E-3,400.0E-3,203.3E-6,1.605E-6,27.10E-15,-20.14E-15,743.7E-3,29.37E-6
961.0E-3,400.0E-3,204.1E-6,1.619E-6,27.12E-15,-20.17E-15,743.7E-3,29.57E-6
962.0E-3,400.0E-3,205.0E-6,1.634E-6,27.14E-15,-20.20E-15,743.7E-3,29.78E-6
963.0E-3,400.0E-3,205.8E-6,1.649E-6,27.16E-15,-20.22E-15,743.7E-3,29.98E-6
964.0E-3,400.0E-3,206.7E-6,1.665E-6,27.18E-15,-20.25E-15,743.7E-3,30.19E-6
965.0E-3,400.0E-3,207.6E-6,1.680E-6,27.20E-15,-20.28E-15,743.7E-3,30.39E-6
966.0E-3,400.0E-3,208.4E-6,1.695E-6,27.22E-15,-20.31E-15,743.7E-3,30.60E-6
